ident_men;ident_ind;pond_indc;sexe;age;lien_01;typolog;handicap;cs42;cs24;situa;statut;typemploi;temptrav;ddipl;pond_jour;nbkm_tot_velo_modprinc;nbkm_vae_velo_modprinc;nbkm_nonvae_velo_modprinc;nbkm_tot_velo_modannexe;nbkm_vae_velo_modannexe;nbkm_nonvae_velo_modannexe;pond_menc;cs42pr;cs24pr;dipdetpr;dipdetcj;stoc;stocp;quartile_rev;decile_rev;quartile_rev_uc;decile_rev_uc;dep_res;nuts_res;reg_res;tuu2017_res;catcom_aa_res;nb_velos;pond_velo1;kvelocat1;kveloutil_flag1;kveloutil_a1;kveloutil_b1;kveloutil_c1;kveloutil_d1;kvkm1sem1;pond_velo2;kvelocat2;kveloutil_flag2;kveloutil_a2;kveloutil_b2;kveloutil_c2;kveloutil_d2;kvkm1sem2;pond_velo3;kvelocat3;kveloutil_flag3;kveloutil_a3;kveloutil_b3;kveloutil_c3;kveloutil_d3;kvkm1sem3;pond_velo4;kvelocat4;kveloutil_flag4;kveloutil_a4;kveloutil_b4;kveloutil_c4;kveloutil_d4;kvkm1sem4;pond_velo5;kvelocat5;kveloutil_flag5;kveloutil_a5;kveloutil_b5;kveloutil_c5;kveloutil_d5;kvkm1sem5;conduit_moins10km_slt;conduit_moins20km;nb_trip_voit;mdisttot_fin1;voiture_passager1;mdisttot_fin2;voiture_passager2;mdisttot_fin3;voiture_passager3;mdisttot_fin4;voiture_passager4;mdisttot_fin5;voiture_passager5;mdisttot_fin6;voiture_passager6;mdisttot_fin7;voiture_passager7;mdisttot_fin8;voiture_passager8;mdisttot_fin9;voiture_passager9;mdisttot_fin10;voiture_passager10;mdisttot_fin11;voiture_passager11;mdisttot_fin12;voiture_passager12;mdisttot_fin13;voiture_passager13;mdisttot_fin14;voiture_passager14;mdisttot_fin15;voiture_passager15;mdisttot_fin16;voiture_passager16;mdisttot_fin17;voiture_passager17;mdisttot_fin18;voiture_passager18;tot_dist_voit;nbkm_walking_lower;nbkm_walking_upper
2,6E+12;2,6E+14;2980.2844;2;66;0;1;2;77;76;5;;;;5;11447.82711;0;0;0;0;0;0;1490.1422;72;72;32;52;2;1;2;5;2;5;21;FRC1;Bourgogne-Franche-Comté;4;11;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;1;3;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;0;0
2,6E+12;2,6E+14;2854.7891;1;88;0;1;1;78;76;5;;;;7;5325.771699;0;0;0;0;0;0;2854.7891;78;76;70;;2;1;2;4;3;7;89;FRC1;Bourgogne-Franche-Comté;0;20;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;3;.6;0;.75;0;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.3499999;0;0
2,6E+12;2,6E+14;6596.9785;2;40;0;1;2;42;41;1;1;6;1;1;45133.648262;0;0;0;0;0;0;1649.2446;42;41;22;45;1;1;3;8;3;6;21;FRC1;Bourgogne-Franche-Comté;0;20;2;1649.2446;1;1;0;1;0;0;;1649.2446;2;1;0;1;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;3;1;1;2;1;10;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;13;0;0
2,6E+12;2,6E+14;6830.8818;1;64;0;1;2;78;76;5;;;;5;15058.703302;0;0;0;0;0;0;3415.4409;78;76;52;52;2;1;2;3;1;3;21;FRC1;Bourgogne-Franche-Comté;4;11;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;2;20;1;20;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;40;6;6
2,6E+12;2,6E+14;3124.7949;1;53;0;1;2;67;66;1;3;6;1;5;20470.736257;0;0;0;0;0;0;1041.5983;46;46;43;52;2;1;4;9;3;8;21;FRC1;Bourgogne-Franche-Comté;4;11;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;2;6;0;6;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;0;0
2,6E+12;2,6E+14;3968.3284;2;34;0;1;2;52;51;1;3;6;1;5;25558.725129;0;0;0;0;0;0;1322.7761;65;61;71;52;4;;3;7;2;5;71;FRC1;Bourgogne-Franche-Comté;4;11;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;2;1.7;0;1.7;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3.4000001;0;0
2,6E+12;2,6E+14;1821.5756;1;66;0;1;2;0;0;5;;;;7;9299.4879688;0;0;0;0;0;0;910.78778;0;0;71;71;2;1;3;6;3;6;21;FRC1;Bourgogne-Franche-Comté;0;20;2;910.78778;4;1;0;1;0;0;;910.78778;4;1;0;1;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;1;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;0;0
2,6E+12;2,6E+14;1767.187;1;67;0;1;2;78;76;5;;;;7;8339.926458800001;0;0;0;0;0;0;1767.187;78;76;71;;2;1;2;3;2;5;21;FRC1;Bourgogne-Franche-Comté;0;20;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;5;.75;0;7;0;7;0;7;0;9;0;;;;;;;;;;;;;;;;;;;;;;;;;;;30.75;0;0
2,6E+12;2,6E+14;2990.5059;2;83;0;1;2;72;72;5;;;;7;8096.8723565;0;0;0;0;0;0;2990.5059;72;72;71;;4;;1;1;1;1;58;FRC1;Bourgogne-Franche-Comté;5;11;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1.399999976158142;1.399999976158142
2,6E+12;2,6E+14;2402.249;1;63;0;1;1;72;72;7;;;;6;9499.8664116;0;0;0;0;0;0;2402.249;72;72;60;;4;;1;1;1;2;21;FRC1;Bourgogne-Franche-Comté;4;11;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;2.600000023841858;2.600000023841858
2,6E+12;2,6E+14;6444.8057;1;58;0;1;1;78;76;7;;;;5;30415.119377;0;0;0;0;0;0;2148.2686;47;47;70;52;2;1;3;7;2;5;21;FRC1;Bourgogne-Franche-Comté;4;11;2;2148.2686;5;1;0;1;0;0;;2148.2686;1;1;1;1;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;2;1.5;0;1.5;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;0;82
2,6E+12;2,6E+14;5368.7495;1;40;1;1;2;62;61;1;3;6;1;5;34143.462147;0;0;0;0;0;0;1789.5833;62;61;51;71;4;;3;7;2;5;21;FRC1;Bourgogne-Franche-Comté;0;20;1;1789.5833;1;1;0;1;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;4;5;0;5.3571428571;0;15;0;15;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;40.357143;.6000000238418579;.6000000238418579
2,6E+12;2,6E+14;1654.9067;2;52;0;1;2;62;61;1;3;6;1;4;10276.4367;0;0;0;0;0;0;1654.9067;62;61;43;;1;1;2;3;2;5;21;FRC1;Bourgogne-Franche-Comté;4;11;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;3;1.8201328564;0;3;0;3;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7.8201327;0;0
2,6E+12;2,6E+14;2582.3855;2;50;0;1;2;56;56;1;3;6;2;6;18159.492199;0;0;0;0;0;0;1291.1927;56;56;60;;4;;1;2;1;1;21;FRC1;Bourgogne-Franche-Comté;4;11;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;.1323293447494507;.1323293447494507
2,6E+12;2,6E+14;1425.5336;2;88;0;1;2;77;76;5;;;;7;4294.3829147;0;0;0;0;0;0;1425.5336;77;76;70;;2;1;2;4;3;6;58;FRC1;Bourgogne-Franche-Comté;5;11;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;2;1;1;1.5;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.5;0;0
2,6E+12;2,6E+14;2382.6853;2;34;0;1;2;55;55;1;3;6;1;5;12993.368603;0;0;0;0;0;0;1191.3427;64;61;51;52;1;1;3;8;3;8;21;FRC1;Bourgogne-Franche-Comté;0;20;2;1191.3427;1;1;0;1;0;0;0;1191.3427;1;1;0;1;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;1;1;2;8.0694941237;0;8.0694941237;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;16.138988;0;0
2,6E+12;2,6E+14;3185.6128;2;33;1;1;2;85;82;6;;;;4;3545.2396878;0;0;0;0;0;0;796.4032;53;51;22;42;4;;2;4;1;1;21;FRC1;Bourgogne-Franche-Comté;4;11;1;796.4032;3;1;0;0;1;0;10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;2;5;1;5;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10;0;0
2,6E+12;2,6E+14;2967.0745;2;49;0;1;2;21;21;1;7;;;3;18574.007701;0;0;0;0;0;0;1483.5372;21;21;32;52;1;1;4;9;4;9;21;FRC1;Bourgogne-Franche-Comté;4;11;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;4;2;0;2;0;2.185998978;0;2.185998978;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8.3719978;0;0
2,6E+12;2,6E+14;3367.4763;1;59;0;1;2;69;69;1;3;6;1;5;19782.863222;0;0;0;0;0;0;841.86908;69;69;52;13;2;1;4;8;3;6;21;FRC1;Bourgogne-Franche-Comté;0;20;4;841.86908;1;1;0;1;0;0;;841.86908;1;1;0;1;0;0;;841.86908;1;1;0;1;0;0;4;841.86908;1;1;0;1;0;0;4;;;;;;;;;0;1;5;2;0;8.378787878800001;0;9;0;10;0;14.285714286;0;;;;;;;;;;;;;;;;;;;;;;;;;;;43.664501;0;0
2,6E+12;2,6E+14;4062.2791;2;22;0;1;2;84;82;3;;;;1;16845.423722;0;0;0;0;0;0;4062.2791;84;82;22;;4;;1;1;1;1;21;FRC1;Bourgogne-Franche-Comté;7;11;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0
2,6E+12;2,6E+14;3917.8594;2;65;0;1;2;74;73;5;;;;4;27786.400195;0;0;0;0;0;0;1958.9297;72;72;51;42;2;1;2;3;1;2;21;FRC1;Bourgogne-Franche-Comté;4;11;2;1958.9297;4;1;0;0;0;1;20;1958.9297;1;1;0;1;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;1;1;2;3;0;3.1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6.0999999;.699999988079071;.699999988079071
2,6E+12;2,6E+14;1075.4111;2;79;0;1;2;75;73;5;;;;4;5447.9100183;0;0;0;0;0;0;1075.4111;75;73;42;;2;1;3;6;4;9;21;FRC1;Bourgogne-Franche-Comté;4;11;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;.2000000029802322;.2000000029802322
2,6E+12;2,6E+14;3384.7764;2;58;0;1;2;56;56;1;3;6;1;5;28256.914344;0;0;0;0;0;0;3384.7764;56;56;52;;4;;1;2;2;4;89;FRC1;Bourgogne-Franche-Comté;1;20;1;3384.7764;1;1;0;1;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;2;2.2333333333;0;16;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;18.233334;0;0
2,6E+12;2,6E+14;16813.121;1;41;1;1;2;21;21;1;6;;;4;127608.2347;0;0;0;0;0;0;4203.2803;21;21;45;32;1;1;3;8;2;4;21;FRC1;Bourgogne-Franche-Comté;0;20;3;4203.2803;2;1;0;1;1;0;4;4203.2803;1;1;0;1;0;0;;4203.2803;1;1;0;1;0;0;;;;;;;;;;;;;;;;;;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1.48826065659523;1.48826065659523
2,6E+12;2,6E+14;2161.8616;1;51;1;1;2;64;61;1;3;6;1;5;22476.442307;0;0;0;0;0;0;1080.9308;64;61;52;51;1;1;3;7;3;7;21;FRC1;Bourgogne-Franche-Comté;0;20;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;2;17;0;17;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;34;0;0
2,6E+12;2,6E+14;2029.0626;2;85;0;1;2;77;76;5;;;;7;;0;0;0;0;0;0;2029.0626;77;76;70;;4;;1;1;1;2;58;FRC1;Bourgogne-Franche-Comté;5;11;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0
2,6E+12;2,6E+14;12152.896;1;38;0;1;2;43;41;1;3;6;1;1;79351.72188300001;12.6000000834465;0;12.6000000834465;12.6000000834465;0;12.6000000834465;4050.9653;37;36;16;16;4;;4;9;3;7;21;FRC1;Bourgogne-Franche-Comté;7;11;1;4050.9653;2;1;0;0;1;1;10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0
2,6E+12;2,6E+14;3960.4641;1;63;0;1;2;75;73;5;;;;7;26960.358173;0;0;0;0;0;0;1980.2321;75;73;70;42;2;1;4;9;4;9;21;FRC1;Bourgogne-Franche-Comté;4;11;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;2;3;0;3;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;0;0
2,6E+12;2,6E+14;6300.562;2;8;2;1;2;;;;;;;;47820.010039;0;0;0;0;0;0;2100.1875;38;36;51;22;1;1;3;8;2;5;89;FRC1;Bourgogne-Franche-Comté;0;20;2;2100.1875;1;1;0;1;0;0;;2100.1875;2;1;0;1;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;1;15;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;15;0;0
2,6E+12;2,6E+14;1474.634;2;65;0;1;2;77;76;5;;;;7;10038.383955;0;0;0;0;0;0;1474.634;77;76;70;;4;;1;1;1;2;58;FRC1;Bourgogne-Franche-Comté;5;11;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;2;5;1;5;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10;0;0
2,6E+12;2,6E+14;5984.2378;1;46;0;1;2;54;54;1;3;6;1;6;39203.134516;0;0;0;0;0;0;1496.0594;54;54;60;52;1;1;4;9;3;7;21;FRC1;Bourgogne-Franche-Comté;0;20;2;1496.0594;1;1;1;1;0;0;;1496.0594;1;1;0;1;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;6;3;0;3;0;4;0;4;0;4;0;4;0;;;;;;;;;;;;;;;;;;;;;;;;;22;0;0
2,6E+12;2,6E+14;2195.5718;1;66;1;1;2;13;10;1;7;;;6;18772.788969;0;0;0;0;0;0;1097.7859;13;10;60;70;2;1;3;6;3;7;21;FRC1;Bourgogne-Franche-Comté;0;20;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;2;2;0;8;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10;0;0
2,6E+12;2,6E+14;7016.0464;2;41;0;1;2;56;56;1;3;6;1;7;37714.858654;0;0;0;0;0;0;3508.0232;47;47;45;71;1;1;4;9;4;9;21;FRC1;Bourgogne-Franche-Comté;7;11;1;3508.0232;2;1;1;1;1;0;90;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0
2,6E+12;2,6E+14;1605.8486;2;53;0;1;2;43;41;1;1;6;1;3;10986.515588;0;0;0;0;0;0;1605.8486;43;41;34;;4;;3;6;4;9;21;FRC1;Bourgogne-Franche-Comté;7;11;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;2;2
2,6E+12;2,6E+14;4124.9336;1;66;1;1;2;75;73;5;;;;5;15115.458841;0;0;0;0;0;0;2062.4668;74;73;70;52;2;1;4;8;4;9;89;FRC1;Bourgogne-Franche-Comté;0;20;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;2;.3;0;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.3;0;0
2,6E+12;2,6E+14;1583.8276;1;62;0;1;2;75;73;5;;;;4;3737.2970977;0;0;0;0;0;0;1583.8276;75;73;43;;2;1;2;4;3;7;21;FRC1;Bourgogne-Franche-Comté;0;20;1;1583.8276;1;1;0;0;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0
2,6E+12;2,6E+14;2004.2968;2;77;0;1;1;77;76;5;;;;5;4053.8243931;0;0;0;0;0;0;2004.2968;77;76;52;;4;;1;2;2;4;21;FRC1;Bourgogne-Franche-Comté;4;11;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;2;1;0;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;0;0
2,6E+12;2,6E+14;4891.1177;1;54;1;1;2;47;47;1;3;6;1;5;39952.132331;0;0;0;0;0;0;2445.5588;47;47;52;53;2;1;3;7;3;7;89;FRC1;Bourgogne-Franche-Comté;1;20;2;2445.5588;1;1;0;1;0;0;;2445.5588;1;1;0;1;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0
2,6E+12;2,6E+14;3509.1536;1;33;1;1;2;65;61;4;;;;5;21497.871337;0;0;0;0;0;0;1754.5768;65;61;52;32;4;;2;4;2;3;71;FRC1;Bourgogne-Franche-Comté;4;11;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;7.5;7.5
2,6E+12;2,6E+14;2687.5413;1;47;0;1;2;62;61;1;3;6;1;6;8192.665982500001;0;0;0;0;0;0;2687.5413;62;61;60;;4;;2;4;3;7;21;FRC1;Bourgogne-Franche-Comté;0;20;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;.2000000029802322;.2000000029802322
2,6E+12;2,6E+14;5323.1001;2;55;0;1;2;31;31;1;3;6;1;1;29106.906668;0;0;0;0;0;0;1330.775;31;31;12;11;1;1;4;10;4;10;21;FRC1;Bourgogne-Franche-Comté;0;20;3;1330.775;1;1;1;0;0;0;40;1330.775;1;1;1;0;0;0;;1330.775;2;1;0;1;0;0;;;;;;;;;;;;;;;;;;1;1;1;6;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;0;0
2,6E+12;2,6E+14;5353.6792;2;24;0;1;2;55;55;3;3;2;2;1;30315.074849;0;0;0;0;0;0;2676.8396;55;55;17;21;4;;1;1;1;1;21;FRC1;Bourgogne-Franche-Comté;7;11;1;2676.8396;2;1;0;0;1;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;5.560000002384186;5.560000002384186
2,6E+12;2,6E+14;3431.8787;1;61;0;1;2;75;73;5;;;;5;19432.928325;0;0;0;0;0;0;3431.8787;75;73;52;;2;1;2;5;3;7;89;FRC1;Bourgogne-Franche-Comté;1;20;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;4;5;0;5;0;6;0;10;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;26;0;0
2,6E+12;2,6E+14;4580.4751;2;6;2;1;2;;;;;;;;31698.877905;0;0;0;0;0;0;1526.825;54;54;32;;4;;1;2;1;2;71;FRC1;Bourgogne-Franche-Comté;5;11;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;2;2;1;2;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;0;0
2,6E+12;2,6E+14;2661.562;2;56;0;1;2;54;54;1;3;6;1;3;16661.487472;0;0;0;0;0;0;1330.781;47;47;43;31;2;1;4;9;4;9;21;FRC1;Bourgogne-Franche-Comté;0;20;1;1330.781;1;1;1;1;0;0;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;3;8;0;12;0;13;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;33;0;0
2,6E+12;2,6E+14;9816.7451;1;41;1;1;2;21;21;1;7;;;4;67055.20376600001;0;0;0;0;0;0;2454.1863;21;21;44;53;1;1;3;8;2;5;21;FRC1;Bourgogne-Franche-Comté;0;20;4;2454.1863;1;1;0;1;0;0;0;2454.1863;2;1;0;1;0;0;0;2454.1863;1;1;0;1;0;0;0;2454.1863;1;1;0;1;0;1;2;;;;;;;;;0;1;7;.8;0;1;0;5;0;5.5;0;5.9742857143;0;19;0;20;0;;;;;;;;;;;;;;;;;;;;;;;57.274284;0;0
2,6E+12;2,6E+14;2233.9167;1;55;0;1;2;45;41;1;1;6;2;3;17802.406816;0;0;0;0;0;0;2233.9167;45;41;31;;4;;3;6;4;9;58;FRC1;Bourgogne-Franche-Comté;5;11;1;2233.9167;4;1;1;0;0;1;10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;8;8
2,6E+12;2,6E+14;2676.8147;1;60;0;1;2;52;51;1;1;6;1;5;17874.017061;0;0;0;0;0;0;1338.4073;52;51;51;52;4;;3;7;3;7;21;FRC1;Bourgogne-Franche-Comté;7;11;2;1338.4073;1;1;0;1;0;0;50;1338.4073;2;1;0;1;0;0;15;;;;;;;;;;;;;;;;;;;;;;;;;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;.800000011920929;.800000011920929
2,6E+12;2,6E+14;1214.5568;1;55;0;1;2;46;46;1;7;;;1;7603.1747213;0;0;0;0;0;0;1214.5568;46;46;22;;2;1;3;6;4;9;89;FRC1;Bourgogne-Franche-Comté;4;11;1;1214.5568;5;1;0;0;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0
2,6E+12;2,6E+14;2295.6121;2;78;0;1;2;71;71;5;;;;7;7788.6198672;0;0;0;0;0;0;2295.6121;71;71;71;;2;1;1;2;2;3;71;FRC1;Bourgogne-Franche-Comté;0;20;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;3;1;0;4;0;4;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9;0;0
2,6E+12;2,6E+14;7989.6187;2;63;0;1;1;72;72;5;;;;5;28198.653808;0;0;0;0;0;0;3994.8093;72;72;52;;4;;1;2;1;2;21;FRC1;Bourgogne-Franche-Comté;7;11;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;.6000000238418579;.6000000238418579
2,6E+12;2,6E+14;8982.292;2;14;2;1;2;;;;;;;;71109.225003;0;0;0;0;0;0;2245.573;34;32;11;13;1;1;4;10;4;10;21;FRC1;Bourgogne-Franche-Comté;7;11;4;2245.573;1;1;0;1;0;0;;2245.573;2;1;0;1;0;0;;2245.573;1;1;0;1;0;0;;2245.573;1;1;0;1;0;0;;;;;;;;;;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0
2,6E+12;2,6E+14;15559.017;2;43;0;1;2;56;56;4;;;;5;75667.395135;0;0;0;0;0;0;3889.7542;56;56;53;;1;1;2;3;1;1;89;FRC1;Bourgogne-Franche-Comté;1;20;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;.800000011920929;.800000011920929
2,6E+12;2,6E+14;4288.9282;2;58;0;1;1;77;76;7;;;;4;17381.777144;0;0;0;0;0;0;2144.4641;53;51;42;;4;;2;4;2;4;71;FRC1;Bourgogne-Franche-Comté;5;11;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;4;4
2,6E+12;2,6E+14;2089.7268;2;72;0;1;2;75;73;5;;;;5;15860.609864;0;0;0;0;0;0;2089.7268;75;73;53;;2;2;2;4;3;7;21;FRC1;Bourgogne-Franche-Comté;0;20;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;2;12;1;12;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;24;0;0
2,6E+12;2,6E+14;2199.3745;2;58;0;1;2;34;32;1;1;6;1;1;8206.117387;0;0;0;0;0;0;1099.6873;34;32;16;42;2;1;4;9;4;10;21;FRC1;Bourgogne-Franche-Comté;0;20;2;1099.6873;3;1;0;1;0;1;10;1099.6873;6;1;0;1;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;2;6.3903934594;0;6.3903934594;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12.780787;0;0
2,6E+12;2,6E+14;3478.97;1;58;0;1;1;63;61;4;;;;5;8037.8123371;0;0;0;0;0;0;3478.97;63;61;52;;4;;1;1;1;1;71;FRC1;Bourgogne-Franche-Comté;2;20;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;.6000000238418579;.6000000238418579
2,6E+12;2,6E+14;3129.592;1;89;0;1;1;74;73;5;;;;7;19446.293988;0;0;0;0;0;0;3129.592;74;73;70;;2;1;4;8;4;10;21;FRC1;Bourgogne-Franche-Comté;7;11;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;.5;.5
2,6E+12;2,6E+14;3853.6028;1;25;0;1;2;84;82;3;;;;1;4178.2966703;0;0;0;0;0;0;1284.5343;69;69;11;;2;1;3;6;2;3;21;FRC1;Bourgogne-Franche-Comté;4;11;4;1284.5343;2;1;0;0;0;1;15;1284.5343;3;1;0;1;0;0;0;1284.5343;3;1;0;1;0;0;;1284.5343;1;1;0;0;0;1;0;;;;;;;;;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0
