ident_men;ident_ind;pond_indc;sexe;age;lien_01;typolog;handicap;cs42;cs24;situa;statut;typemploi;temptrav;ddipl;pond_jour;nbkm_tot_velo_modprinc;nbkm_vae_velo_modprinc;nbkm_nonvae_velo_modprinc;nbkm_tot_velo_modannexe;nbkm_vae_velo_modannexe;nbkm_nonvae_velo_modannexe;pond_menc;cs42pr;cs24pr;dipdetpr;dipdetcj;stoc;stocp;quartile_rev;decile_rev;quartile_rev_uc;decile_rev_uc;dep_res;nuts_res;reg_res;tuu2017_res;catcom_aa_res;nb_velos;pond_velo1;kvelocat1;kveloutil_flag1;kveloutil_a1;kveloutil_b1;kveloutil_c1;kveloutil_d1;kvkm1sem1;pond_velo2;kvelocat2;kveloutil_flag2;kveloutil_a2;kveloutil_b2;kveloutil_c2;kveloutil_d2;kvkm1sem2;pond_velo3;kvelocat3;kveloutil_flag3;kveloutil_a3;kveloutil_b3;kveloutil_c3;kveloutil_d3;kvkm1sem3;pond_velo4;kvelocat4;kveloutil_flag4;kveloutil_a4;kveloutil_b4;kveloutil_c4;kveloutil_d4;kvkm1sem4;pond_velo5;kvelocat5;kveloutil_flag5;kveloutil_a5;kveloutil_b5;kveloutil_c5;kveloutil_d5;kvkm1sem5;conduit_moins10km_slt;conduit_moins20km;nb_trip_voit;mdisttot_fin1;voiture_passager1;mdisttot_fin2;voiture_passager2;mdisttot_fin3;voiture_passager3;mdisttot_fin4;voiture_passager4;mdisttot_fin5;voiture_passager5;mdisttot_fin6;voiture_passager6;mdisttot_fin7;voiture_passager7;mdisttot_fin8;voiture_passager8;mdisttot_fin9;voiture_passager9;mdisttot_fin10;voiture_passager10;mdisttot_fin11;voiture_passager11;mdisttot_fin12;voiture_passager12;mdisttot_fin13;voiture_passager13;mdisttot_fin14;voiture_passager14;mdisttot_fin15;voiture_passager15;mdisttot_fin16;voiture_passager16;mdisttot_fin17;voiture_passager17;mdisttot_fin18;voiture_passager18;tot_dist_voit;nbkm_walking_lower;nbkm_walking_upper
8,2E+12;8,2E+14;12441.824;1;11;2;1;2;;;;;;;;167399.088;0;0;0;0;0;0;2488.3647;22;22;36;32;1;1;1;2;1;1;38;FRK2;Auvergne-Rhône-Alpes;7;11;2;2488.3647;1;1;0;1;0;0;;2488.3647;1;1;0;1;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1.799999952316284;1.799999952316284
8,2E+12;8,2E+14;2820.4968;2;39;0;1;2;46;46;4;;;;1;18416.290776;0;0;0;0;0;0;2820.4968;46;46;16;;4;;1;2;2;4;26;FRK2;Auvergne-Rhône-Alpes;0;30;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;3;3;0;11;0;12;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;26;2;2
8,2E+12;8,2E+14;2675.8728;1;52;0;1;2;38;36;4;;;;3;9289.9753662;0;0;0;0;0;0;2675.8728;38;36;35;;4;;1;1;1;1;1;FRK2;Auvergne-Rhône-Alpes;5;11;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;2;2.5;0;2.5;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5;0;0
8,2E+12;8,2E+14;4377.9521;2;32;1;1;2;81;81;4;;;;4;27461.698958;0;0;0;0;0;0;2188.9761;22;22;51;45;4;;2;4;1;2;1;FRK2;Auvergne-Rhône-Alpes;5;11;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;2;5;0;5;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10;0;0
8,2E+12;8,2E+14;1634.0338;1;55;0;1;2;48;48;1;3;6;1;4;10613.722859;0;0;0;0;0;0;1634.0338;48;48;43;;5;;3;6;4;9;26;FRK2;Auvergne-Rhône-Alpes;0;20;1;1634.0338;1;1;1;0;0;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0
8,2E+12;8,2E+14;3004.9424;1;54;0;1;2;62;61;1;3;6;1;5;18045.109274;0;0;0;0;0;0;3004.9424;62;61;52;;4;;1;3;2;5;73;FRK2;Auvergne-Rhône-Alpes;1;20;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;4;1.5;0;1.5;0;1.5;0;1.5;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;0;0
8,2E+12;8,2E+14;2973.6677;2;91;0;1;2;78;76;5;;;;7;13802.198162;0;0;0;0;0;0;2973.6677;78;76;70;;2;1;1;1;1;2;7;FRK2;Auvergne-Rhône-Alpes;0;20;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;3;1;0;3;0;3.5;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7.5;0;0
8,2E+12;8,2E+14;1932.7739;2;64;0;1;2;54;54;1;3;6;2;6;11811.264685;0;0;0;0;0;0;966.38696;54;54;60;71;2;1;3;6;3;6;7;FRK2;Auvergne-Rhône-Alpes;0;20;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;2;3;0;4.5000000001;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7.5;.4000000059604645;.4000000059604645
8,2E+12;8,2E+14;22808.404;1;13;2;1;2;;;;;;;;760104.53923;0;0;0;0;0;0;11404.202;56;56;43;;4;;2;3;2;4;1;FRK2;Auvergne-Rhône-Alpes;3;11;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;2;15;1;15;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;30;0;0
8,2E+12;8,2E+14;2434.877;2;26;0;1;2;85;82;6;;;;7;21908.832047;0;0;0;0;0;0;1217.4385;85;82;71;43;4;;2;5;1;2;42;FRK2;Auvergne-Rhône-Alpes;5;11;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;2;2
8,2E+12;8,2E+14;5653.355;1;26;0;1;2;21;21;1;7;;;5;31235.86597;0;0;0;0;0;0;5653.355;21;21;52;;1;1;1;1;1;2;7;FRK2;Auvergne-Rhône-Alpes;0;20;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;2;6;0;6;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;0;0
8,2E+12;8,2E+14;4188.5664;2;34;0;1;2;54;54;1;3;6;2;3;18225.923455;0;0;0;0;0;0;1396.1887;64;61;52;32;1;1;4;9;3;7;7;FRK2;Auvergne-Rhône-Alpes;0;20;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;1;15;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;15;0;0
8,2E+12;8,2E+14;7162.814;1;42;0;1;1;85;82;7;;;;7;;0;0;0;0;0;0;1790.7035;85;82;31;71;4;;3;7;1;1;38;FRK2;Auvergne-Rhône-Alpes;7;11;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0
8,2E+12;8,2E+14;30696.195;2;20;2;1;2;55;55;3;3;6;2;4;234987.09153;0;0;0;0;0;0;7674.0488;48;48;71;52;4;;4;10;4;10;1;FRK2;Auvergne-Rhône-Alpes;3;11;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;5;1;1;2;1;4.5396014308;1;4.5396014308;1;4.5396014308;1;;;;;;;;;;;;;;;;;;;;;;;;;;;16.618805;0;0
8,2E+12;8,2E+14;2298.5872;2;72;1;1;1;75;73;5;;;;3;9236.4603622;0;0;0;0;0;0;1149.2936;75;73;35;35;2;1;4;8;4;9;7;FRK2;Auvergne-Rhône-Alpes;4;20;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0
8,2E+12;8,2E+14;3069.856;2;89;0;1;1;78;76;5;;;;7;;0;0;0;0;0;0;3069.856;78;76;71;;5;;1;1;1;2;26;FRK2;Auvergne-Rhône-Alpes;2;20;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0
8,2E+12;8,2E+14;20014.906;2;44;0;1;2;38;36;1;3;6;1;1;125294.13006;0;0;0;0;0;0;10007.453;38;36;14;;4;;2;5;2;5;1;FRK2;Auvergne-Rhône-Alpes;3;11;1;10007.453;1;1;1;1;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;2;6.9533333338;0;17;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;23.953333;0;0
8,2E+12;8,2E+14;2680.1946;1;32;1;1;2;38;36;1;3;6;1;1;16778.127962;0;0;0;0;0;0;1340.0973;38;36;15;22;1;1;4;9;4;9;1;FRK2;Auvergne-Rhône-Alpes;5;11;1;1340.0973;2;1;0;0;1;0;15;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0
8,2E+12;8,2E+14;3820.2791;1;78;1;1;2;78;76;5;;;;7;16475.090952;0;0;0;0;0;0;1910.1395;78;76;71;71;4;;1;2;1;1;42;FRK2;Auvergne-Rhône-Alpes;5;11;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;1
8,2E+12;8,2E+14;2208.2893;2;59;1;1;2;56;56;1;2;6;2;5;13639.434142;0;0;0;0;0;0;1104.1447;48;48;51;52;1;1;4;8;4;9;7;FRK2;Auvergne-Rhône-Alpes;0;20;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;4;1;0;1;0;1;0;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;0;0
8,2E+12;8,2E+14;3644.7222;2;96;0;1;2;77;76;5;;;;7;18463.746545;0;0;0;0;0;0;3644.7222;77;76;71;;2;1;1;1;1;2;26;FRK2;Auvergne-Rhône-Alpes;6;11;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;1;3;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;0;0
8,2E+12;8,2E+14;11696.34;1;33;1;1;2;67;66;1;3;6;1;5;72127.427941;0;0;0;0;0;0;5848.1699;54;54;22;52;1;1;3;7;3;7;1;FRK2;Auvergne-Rhône-Alpes;3;11;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;2;6;1;6;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;0;0
8,2E+12;8,2E+14;2465.968;1;82;0;1;1;74;73;5;;;;4;8294.619980400001;0;0;0;0;0;0;1232.984;74;73;42;42;2;1;4;8;4;9;7;FRK2;Auvergne-Rhône-Alpes;4;20;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;2;5;1;5;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10;0;0
8,2E+12;8,2E+14;2657.4565;2;17;2;1;2;84;82;3;;;;5;14068.887133;0;0;0;0;0;0;1328.7283;56;56;71;;4;;2;3;1;3;38;FRK2;Auvergne-Rhône-Alpes;5;20;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0
8,2E+12;8,2E+14;5875.4116;2;60;0;1;2;74;73;5;;;;1;79992.242008;0;0;0;0;0;0;2937.7058;74;73;16;34;2;2;4;9;4;10;26;FRK2;Auvergne-Rhône-Alpes;0;20;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;4;5.1333333333;0;6;0;20;0;20;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;51.133331;0;0
8,2E+12;8,2E+14;3264.5442;2;66;0;1;2;75;73;5;;;;1;14571.897895;0;0;0;0;0;0;1632.2721;75;73;22;14;2;1;3;6;3;6;7;FRK2;Auvergne-Rhône-Alpes;0;20;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;3;1;0;10;0;11.285714286;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;22.285715;0;0
8,2E+12;8,2E+14;2453.0903;1;46;0;1;1;67;66;1;3;4;2;6;17947.463479;0;0;0;0;0;0;2453.0903;67;66;60;;4;;2;3;3;6;26;FRK2;Auvergne-Rhône-Alpes;5;20;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0
8,2E+12;8,2E+14;9180.9609;1;40;0;1;2;38;36;1;3;6;1;1;46873.670357;0;0;0;0;0;0;3060.3203;38;36;15;15;4;;3;7;2;5;1;FRK2;Auvergne-Rhône-Alpes;5;11;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;4;4;0;4;0;5;0;5;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;18;0;0
8,2E+12;8,2E+14;1321.7988;1;50;0;1;2;65;61;1;3;6;1;4;10032.189184;0;0;0;0;0;0;1321.7988;65;61;44;;4;;2;4;3;7;7;FRK2;Auvergne-Rhône-Alpes;4;20;1;1321.7988;3;1;1;1;1;0;35;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;4;6;0;6;0;15;0;15;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;42;0;0
8,2E+12;8,2E+14;3286.5444;1;27;0;1;2;63;61;1;3;6;1;5;13050.762051;0;0;0;0;0;0;1643.2722;63;61;52;;4;;3;6;3;6;42;FRK2;Auvergne-Rhône-Alpes;4;11;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;1;20;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20;0;0
8,2E+12;8,2E+14;13276.774;2;35;0;1;2;56;56;1;1;6;2;4;82417.263486;0;0;0;0;0;0;2212.7957;56;56;42;42;1;1;3;6;1;2;7;FRK2;Auvergne-Rhône-Alpes;0;20;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;7;2;0;2;0;3;0;10;0;10;1;10;1;13;0;;;;;;;;;;;;;;;;;;;;;;;50;0;0
8,2E+12;8,2E+14;2505.6257;1;79;0;1;2;75;73;5;;;;3;16137.9284;0;0;0;0;0;0;1252.8129;75;73;35;22;2;1;4;10;4;10;26;FRK2;Auvergne-Rhône-Alpes;0;20;2;1252.8129;6;1;0;1;0;0;;1252.8129;6;1;0;1;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;4;1;0;2;0;10;0;12;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;25;0;0
8,2E+12;8,2E+14;3064.3669;1;85;0;1;1;78;76;5;;;;7;7790.7631489;0;0;0;0;0;0;3064.3669;78;76;71;;2;1;2;4;3;6;26;FRK2;Auvergne-Rhône-Alpes;6;20;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;2;2;1;2;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;0;0
8,2E+12;8,2E+14;9483.6787;2;31;2;1;2;43;41;1;3;5;2;4;55614.167549;0;0;0;0;0;0;3161.2263;21;21;71;60;2;1;3;6;2;4;7;FRK2;Auvergne-Rhône-Alpes;4;20;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;4;8;0;8;0;8;0;8;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;32;0;0
8,2E+12;8,2E+14;3316.7029;1;72;0;1;1;78;76;5;;;;7;5791.0040196;0;0;0;0;0;0;3316.7029;78;76;71;;3;2;1;2;2;3;26;FRK2;Auvergne-Rhône-Alpes;0;30;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;2;17;0;17;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;34;0;0
8,2E+12;8,2E+14;5426.8687;1;55;0;1;2;22;22;1;7;;;3;30475.711368;0;0;0;0;0;0;2713.4343;22;22;32;;4;;1;1;1;1;7;FRK2;Auvergne-Rhône-Alpes;0;20;1;2713.4343;1;1;0;1;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;3;6;0;6;0;7;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;19;0;0
8,2E+12;8,2E+14;1658.8149;2;72;0;1;2;75;73;5;;;;3;8902.725617100001;0;0;0;0;0;0;1658.8149;75;73;32;;2;1;3;7;4;9;1;FRK2;Auvergne-Rhône-Alpes;5;11;1;1658.8149;2;1;0;1;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;2;2;0;2;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;0;0
8,2E+12;8,2E+14;5767.8384;1;44;0;1;2;54;54;1;3;5;1;4;30955.52103;.5999999642372131;0;.5999999642372131;.5999999642372131;0;.5999999642372131;1441.9596;62;61;31;45;1;1;3;7;2;5;7;FRK2;Auvergne-Rhône-Alpes;4;20;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;3;.6666666667;0;16.452733776;0;16.452733776;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;33.572132;0;0
8,2E+12;8,2E+14;7235.0674;2;16;2;1;2;84;82;3;;;;7;34742.651289;0;0;0;0;0;0;1205.8446;68;66;52;71;4;;3;8;1;2;42;FRK2;Auvergne-Rhône-Alpes;7;11;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;2;16.999999989;1;17;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;34;1;1
8,2E+12;8,2E+14;2097.2246;2;52;0;1;2;56;56;1;3;6;2;1;13337.650425;0;0;0;0;0;0;1048.6123;47;47;32;21;2;1;3;7;3;7;7;FRK2;Auvergne-Rhône-Alpes;4;20;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;3;6;0;8;0;12;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;26;0;0
8,2E+12;8,2E+14;3888.4832;2;24;0;1;2;52;51;1;3;5;2;5;8943.5859141;0;0;0;0;0;0;3888.4832;52;51;53;;4;;1;2;1;3;7;FRK2;Auvergne-Rhône-Alpes;0;20;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;4;8;0;9;0;10;0;17;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;44;0;0
8,2E+12;8,2E+14;15582.288;2;30;0;1;2;85;82;6;;;;4;105598.71298;0;0;0;0;0;0;5194.0962;63;61;51;43;4;;3;6;2;3;1;FRK2;Auvergne-Rhône-Alpes;3;11;2;5194.0962;1;1;1;1;0;0;0;5194.0962;1;1;1;1;0;0;3;;;;;;;;;;;;;;;;;;;;;;;;;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0
8,2E+12;8,2E+14;2098.4683;2;72;1;1;1;74;73;5;;;;1;2956.3831409;0;0;0;0;0;0;1049.2341;74;73;22;22;2;1;4;10;4;10;7;FRK2;Auvergne-Rhône-Alpes;4;20;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;2;7;1;7;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;14;0;0
8,2E+12;8,2E+14;1210.4985;1;48;0;1;2;65;61;1;3;6;1;7;9646.6393641;0;0;0;0;0;0;1210.4985;65;61;71;;2;1;2;5;4;8;42;FRK2;Auvergne-Rhône-Alpes;7;11;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;3.200000047683716;3.200000047683716
8,2E+12;8,2E+14;3243.2444;2;63;0;1;1;78;76;5;;;;7;5726.7076621;0;0;0;0;0;0;3243.2444;78;76;70;;2;1;1;2;1;3;7;FRK2;Auvergne-Rhône-Alpes;0;20;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;2;9;1;9;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;18;0;0
8,2E+12;8,2E+14;3946.0383;1;25;0;1;2;38;36;1;3;6;1;1;17419.137565;0;0;0;0;0;0;3946.0383;38;36;17;;4;;2;4;3;7;38;FRK2;Auvergne-Rhône-Alpes;7;11;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;23.38747024536133
8,2E+12;8,2E+14;16108.806;2;44;1;1;2;52;51;1;2;5;1;7;155050.20095;0;0;0;0;0;0;8054.4028;62;61;51;71;4;;3;7;3;7;1;FRK2;Auvergne-Rhône-Alpes;3;11;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;2;5;0;5;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10;0;0
8,2E+12;8,2E+14;2125.1489;1;51;1;1;1;34;32;1;2;6;1;1;12061.440349;0;0;0;0;0;0;1062.5745;34;32;22;22;2;1;4;9;4;9;7;FRK2;Auvergne-Rhône-Alpes;4;20;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0
8,2E+12;8,2E+14;2462.582;2;28;1;1;2;85;82;6;;;;6;10864.332686;0;0;0;0;0;0;1231.291;63;61;60;60;4;;2;4;1;2;42;FRK2;Auvergne-Rhône-Alpes;7;20;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;5.700000047683716;5.700000047683716
8,2E+12;8,2E+14;6616.9854;2;10;2;1;2;;;;;;;;48424.30212;0;0;0;0;0;0;3308.4927;67;66;51;;4;;2;4;2;4;38;FRK2;Auvergne-Rhône-Alpes;0;20;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;4;2;1;3.8999999998;1;4;1;6;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;15.9;0;0
8,2E+12;8,2E+14;3990.3491;2;49;0;1;2;33;32;4;;;;1;29202.100588;0;0;0;0;0;0;1995.1746;33;32;21;;1;1;1;2;1;1;7;FRK2;Auvergne-Rhône-Alpes;4;20;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;2;12;0;12;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;24;0;0
8,2E+12;8,2E+14;2350.0737;1;31;0;1;2;68;66;1;3;6;1;4;17193.766926;0;0;0;0;0;0;2350.0737;68;66;42;;4;;1;2;2;3;7;FRK2;Auvergne-Rhône-Alpes;4;20;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;4;14.13961039;0;14.13961039;0;14.13961039;0;14.707792208;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;57.126621;0;0
8,2E+12;8,2E+14;9649.6055;2;35;0;1;2;52;51;1;3;6;2;4;59901.153632;0;0;0;0;0;0;2412.4014;52;51;42;;1;1;2;5;2;3;26;FRK2;Auvergne-Rhône-Alpes;0;20;2;2412.4014;3;1;0;1;0;0;;2412.4014;1;1;0;1;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;.6000000238418579;.6000000238418579
8,2E+12;8,2E+14;2636.6382;1;74;0;1;2;75;73;5;;;;3;12470.298173;0;0;0;0;0;0;1318.3191;75;73;34;52;2;1;3;8;4;8;7;FRK2;Auvergne-Rhône-Alpes;4;20;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;2;6;0;6;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;0;0
8,2E+12;8,2E+14;2302.8523;1;54;0;1;2;67;66;1;3;2;1;1;14295.247653;0;0;0;0;0;0;1151.4261;67;66;22;71;4;;1;2;1;2;42;FRK2;Auvergne-Rhône-Alpes;7;11;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;2;2
8,2E+12;8,2E+14;4695.4087;1;36;0;1;1;67;66;1;3;6;1;5;18993.55821;0;0;0;0;0;0;4695.4087;67;66;51;;4;;1;2;1;3;26;FRK2;Auvergne-Rhône-Alpes;0;30;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;2;7;1;7;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;14;0;0
8,2E+12;8,2E+14;3226.0984;1;70;0;1;2;77;76;5;;;;5;3625.0000898;0;0;0;0;0;0;1613.0492;77;76;52;52;2;1;2;5;2;4;7;FRK2;Auvergne-Rhône-Alpes;0;20;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;2;11;0;11;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;22;0;0
8,2E+12;8,2E+14;2559.3235;1;87;0;1;2;75;73;5;;;;7;15678.996888;8;0;8;8;0;8;2559.3235;75;73;70;;2;1;3;6;4;8;1;FRK2;Auvergne-Rhône-Alpes;5;11;1;2559.3235;4;1;0;0;0;1;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0
8,2E+12;8,2E+14;4902.541;1;48;0;1;2;47;47;1;7;;;3;29959.638438;0;0;0;0;0;0;1225.6353;46;46;22;32;1;1;4;8;3;6;7;FRK2;Auvergne-Rhône-Alpes;4;20;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;4;10;0;10;0;10;0;10;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;40;0;0
8,2E+12;8,2E+14;1365.8754;1;42;0;1;1;62;61;1;3;5;1;5;8367.663185199999;0;0;0;0;0;0;1365.8754;62;61;52;;4;;1;3;2;4;69;FRK2;Auvergne-Rhône-Alpes;7;20;1;1365.8754;1;1;0;1;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;2;2;0;2;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;0;0
8,2E+12;8,2E+14;4662.937;2;66;1;1;2;75;73;5;;;;3;17602.510028;0;0;0;0;0;0;2331.4685;75;73;34;45;2;1;3;6;3;6;26;FRK2;Auvergne-Rhône-Alpes;0;30;1;2331.4685;3;1;0;1;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;2;15;0;15;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;30;0;0
